18300	20026	a ni ɲakuma	Salue
21190	23630	ni ko ani ɲakuma o ye foli ye bamanakan na	si tu dis salue, c'est la salutation en bamanankan
24620	26860	ina fɔ ni ne kaw ni ɲakuma	comme si je vous salue
26970	29373	an bɛ  sɔgɔma dala ani sɔgɔma aw ni ce	le matin bonjour ou salut
29700	32700	a ni baara ani jɔ	manière de saluer aussi très fréquemment utilisé au village
32900	35370	ɔ ni k'aw ni jɔ o y'an tale ye ŋo karamoko kulula	djo expression utilisée par les maîtres de Ngo
35790	39030	nka  nin k'aw ni ɲakuma a b'i nafɔ an bɛ lajɛle ka foli bo kɔnɔ	mais quand dit salut à vous englobé tout
40110	42850	ni ne k'eni sagɔma o ye kelen koye	si je te dis bonjour ça concerne toi seul
43560	50480	Ɔ nka ni ne k'aw ni ɲakuma bamanankanna drɔn  o bajira k' ɛ ne n'aw bɛlajɛle aw ni ɲakuma	quand je vous dis salut ça veut dire en bamanankan salue à nous tous
50970	54940	n'a fɔra'aw ni ɲakuma ne yɛrɛ de ye baba jɔ	quand je vous salue je suis baba Djo
55310	59040	bamananw kote ko so dɔn jiri dɔn yɛrɛ dɔn de ɲɔgɔn tɛ	les bambaras disent connaissent toi-même et la meilleure des connaissances
59700	64980	n'a fɔ i k'i yɛrɛ dɔn i bɔ kolo ani suguya ani ka baara	quand on te dit connais toi-même c'est connaître ta lignée, ta race et ton travail
65300	67730	a bi fɔ de ma ko yɛrɛ dɔn 	c'est cela se connaitre
67960	69433	yɛredɔn ye mun?	Qu'est-ce que se connaître ?
69630	71169	ne ye mabɔ de ye 	Type de griot
71540	73020	mabɔ bɛ mun baara de kɛ?	Quel est le travail du mabo?
73440	76490	mabɔ bɛ geseda a bɛ ŋɔni fɔ	Le mabo tisse et joue le ngoni
76590	79820	wa ni ko mabɔ barukuruba la an bɛ taa ɲamakalala	quand tu dis mabo est classé parmi les hommes de caste
80320	84400	ɲamakala o mabɔla beyi a jeli beyi a funɛ beyi 	Founè type d'homme de caste
84551	87520	 a numu beyi 	il y a le forgeron
87780	90420	a bɛ f' o bɛlajɛle ma ko ɲamakala	on les appelle tous les hommes de caste
90610	93360	nka ɲamakala bɛlajɛle ni ka baara bɛlajɛle ni ka metiye	mais chaque type d'homme de caste à son métier
94290	96410	o tuùa anw ye mabɔ de ye 	donc, nous sommes des mabo
96660	100070	wa n'a fɔra ko mabɔ an bɛ ŋɔni de fɔ	quand on dit mabo, on joue le ngoni
100450	101750	ka jatigiw baro	raconter des histoires aux djatigui
101960	103700	ka taa manaw kɛ yɔrɔla 	allez raconter les histoires
103850	105800	fɔlɔfɔlɔ an bɛ taa jatigiw baro cogodi?	Autrefois comment allait-on allait causer avec les djatigui?
105960	107377	an bɛ ŋɔni de dilan	On fabriquait le ngoni
107590	108859	i bɛ ŋɔni dɔn wa?	Connais tu le ngoni?
109609	112020	ŋɔni ye fɛn ye an bɛ taa jiri tigɛ kungo kɔnɔ	Le ngoni est fabriqué avec le bois qu'on cherche dans la forêt
112286	115500	kana dɛsɛ kana misi kunkolo wolo ɲini	tu viens limer et tu cherches la peau de la tête du bœuf
115560	117250	kana  bila ŋɔni dala ka tun	pour fermer le ngoni avec
117520	120220	wa ni ko ka tun sisan u bɛ na fɔ ko ka dilan	et si tu dis fermer, ils vont dire fabriquer
120972	124600	ka ŋɔni dilan sisan ka jiri do ala a bɛ f'oma ko ŋɔni kala	fabriquer le ngoni et mettre le bois est appelé la barre du ngoni
125170	127510	ɔ fɔlɔfɔlɔ o ya sɔrɔ juru nunu mana fɔlɔ	autrefois il n'y avait pas corde
127610	131180	an tun bɛ so kusi de ɲini so kusi min bɛ bɔ	on cherchait là que de cheval pour enlever le poil
131400	134710	masakɛ u sola an bɛ n' o cani	la queue du cheval des rois, on venait l'arranger
134880	138700	wa n'a fɔra ko canini  ani fugani o bɛ ye kelen ye	canini ou fugani qui signifie arranger plusieurs fils pour en faire un
138780	141010	ni y'o bɛlajɛle fara ɲɔgɔkan a bɛ f'oma ko ŋɔni juru	c'est tout cela qu'on appelle la corde du ngoni
142028	144600	o ŋɔni juru an tun b'o do ŋɔni dela	on attachait ces cordes aux ngoni
144960	146930	o tuma ka sɔrɔ ka taa masakɛw baro	ensuite pour aller causer avec les rois
147530	149510	o masakɛw bɛ baro ni kan jumɛn ye	ces causeries étaient sur quel sujet
149940	154130	ni ye baara ɲumakɛ ni ye baaraba kɛ i bɛ baro n'ode ye	on faisait l'éloge de tes grands actes passés
154770	156330	a bɛ f'o ma ko jeli baro	on appelle ça la causerie des griots
156868	160020	wa n'an bɔra ŋɔni sa an bɛ na jumɛnna an ka baara kokura	après le ngoni, on vient d'autre travail des hommes de caste
160060	163990	anw ye mabɔ u ye ɔ n'a fɔra ko mabɔ bɛna mabɔ jamu f'iye	nous sommes des mabo, je vais te citer les noms de familles mabo
164402	171700	 jo ye mabɔye ; sara ye mabɔye, sangɛ ye mabɔye, gissé ye mabɔye , bunde ye mabɔye	il y a djo; sara, sanguè, guissé, bunde
171790	173950	o mabɔ de tun bɛ mun baarakɛ fɔlɔ	qu'est-ce que ces mabo faisaient d'abord
174320	175742	olu de tun bɛ geseda	ils étaient des tisserands
176120	177700	aw bɛ gese dɔ wa?	connaissez-vous tissez ?
177890	180060	gese ye fɛn y' abɛ bɔ kɔri de la	Qui parle de tisser parle du coton
180595	184680	kɔri fɔlɔfɔlɔ mɔgɔw tun bɛ kɔri fara ɲɔgɔnkan	autrefois les gens rassemblent les cotons
184790	188360	u bɛ na kan'a fara ɲɔgɔnka u ba kolobɔ 	ils le rassemblent pour enlever la partie inutile
188480	193150	n'u ye kɔri kolobɔ sisan u bɛ n'a fara ɲɔgɔnka ka gosi	après l'enlèvement de la partie inutile, ils rassemblent le coton pour le battage
193560	197450	n'u ya gosi ni bereke ye u bɛ na di kɔri siyennaw ma	après le battage, ils donnent pour trier
197835	200580	karada ibɛ karada dɔn wa	instrument de poignée pour trier le coton
200760	204320	karasa ye fɛn ye mɔgɔ tun ba dilan fɔlɔ ka ɲi kala	ce karada était fabriqué avec des dents
204430	206510	n'u ye ɲi dilan a la u bɛna kɔri siyen	après cela ils trient le coton avec
206650	209940	n'u ye kɔri siyen sisan u bɛna kɛ gese ye 	guessé expression bamanankan
211363	214350	ɔ bamanankan na an bɛna kɛ ɲɔgɔn gese ni ɲɔgɔn fale ye	en bamanankan, nous sommes interdépendant
214660	218480	i ya ye bamanankan bɛna kuma bamanan kan kelen kelen bɛ bi kuma	chaque mot bambara a une signification
218770	222300	ɲɔgɔn gese jɔgɔn fale u bɛna ni gese de ye sisan	les deux fils sont mélangés
222690	227880	wa geseda wati sera anw ka siya a bɛ fɔ ko mabɔ u do an bɛ gese de da	au moment de tisser c'est nous les mabɔ qui tissons
228461	229800	gese dali ka gɛlɛ dɛ	ce n'est pas facile de tisser
