30	1540	Aw ni ɲɔgɔn kuma	Bonjour
1840	4630	Mali kɔnɔ Mali kɔ kan n ka foli bɛ bɛɛ lajɛlen ye	De l'intérieur à l'extérieur du Mali je salue tout le monde
4770	6780	Ne tɔgɔ ko Fatumata tunkara	je m'appelle Fatoumata Tounkara
7040	8830	N bɛ wele ko tata	on m'appelle Tata
9140	11910	N sigi bɛ Bamako yan, sigida filalan	j'habite à Bamako dans la deuxième commune
12310	14150	N bɔ dugu ye kita ye	je viens de Kita
14450	16200	U b'a fɔ dugu min ma ko  gudefɔ	dans le secteur de Goudefo
16700	18530	An ye tunkaraw ye	Nous sommes des Tounkara
18930	22640	An ye nabila Iburahima bɔnan de ye	Nous sommes les descendants du prophète Abraham
22980	25020	An bɔra nabila Iburuhima de la 	nous sommes ses descendants
25310	27240	Ale sigira makan	Il a vécu à la Mecque
30480	33540	A nana den cɛ wolowula sɔrɔ	Il a eu sept garçons
34120	36240	Don dɔ nana kala	il est arrivé un jour
36820	38970	Dencɛ cɛ wolowula de wili la	les sept garçons ont pris le chemin
39280	43560	Ko bɛ ta silamɛya la yanama ya buni hadamadew ye	pour enseigner l'islam aux gens
46810	51830	cɛ wolowula in wili la k'u bɛ ta silamɛya la yanamaya bunin hadamadenw ye	ils disent qu'ils vont exposer l'islam aux gens
52150	54630	U bɔra makan ola 	pour cela, ils ont quitté la Mecque
54880	56770	K'u kunda [ Egypte] kan 	pour prendre la direction de l'Egypte
57790	59670	U selen [Egypte] kuma min 	quand ils sont arrivés en Egypte
61320	63130	U ye jatigila don sɔrɔ u yɛrɛ la	ils ont trouvé une famille d'accueil
63510	65590	U ye silamɛya la yanama ya de daminɛ ye 	ils ont commencé à enseigner l'Islam
66050	68250	U bɛ Ala ko kan kafɔ, u bɛ Ala ko kan kafɔ 	ils parlaient de Dieu et la religion
68880	73890	ŋ	ils ont cherché à savoir et ils leur ont dit qu'ils ressemblent vraiment à des saints
74150	76110	Aw ye Ala mɔgɔw ye 	vous êtes les hommes de Dieu
76550	79460	Kuma la suruya la, ne ma daala	pour résumer, je ne crois pas
80760	84970	Baara in bɛ yan, dugu dɔ bɛ yan fanfɛ aw bɛ taa ye	que ce travail sera une réussite, il y a un village de ce côté, allez-y là-bas
85630	88010	Aw bɛ togɔw sɔrɔ ka jaama sɔrɔ ye	vous aurez de bonnes réputations et un monde
88690	92020	Aw ka baara in bɛ sɔ ka sira sɔrɔ ye ka tɛmɛ yan fan kan	Ça marchera peut-être là-bas qu'ici
92170	94600	U wili la u taara o dugu la	ils sont partis dans ce village-là
95200	100190	U silamɛya ko fɔli daminɛ, u bɛ silamɛya kan ka ɲɛfɔ, u bɛ silamɛya kan ɲɛfɔ	ils ont commencé à enseigner l'islam, en parlant sur l'islam, en parlant sur l'islam
104300	107940	Don dɔ u bɛla fitininin a nana siko	un soir le plus petit a fait un rêve
108150	109520	 Sikora min kɛ	En rêvant,
111740	114020	Dugu jɛra, a y'a ɲɛfɔ kɔrɔkɛ ba ɲɛnan	Le matin, il a expliqué ses rêves à son frère aîné
114230	116500	A ko n kɔrɔ ne ye kibaruya don kɛ surɔ dɛ 	il lui a dit mon frère j'ai fait un rêve hier soir
116810	120352	Ko yan t'aw siginyɔrɔ ye, k'an ka wili ka bɔ yan	que l'on est pas autorisé à être ici, qu'on doit s'en aller
121830	123120	Ko yan t'an siginyɔrɔ ye	que l'on est pas autorisé à être ici
123620	127174	Kɔrɔkɛ ko yan t'an siginyɔrɔ ye ne tɛ bɔyan, an si tɛ bɔyan, an b'i to yan de	le frère aîné répliqua : nous ne sommes pas autorisés comment, je ne vais pas quitter ici, nous ne quitterons pas ici, ensemble nous resterons ici.
128270	129300	An tɛ bɔyan 	Nous n'allons pas quitter ici
129790	132350	U ko basitɛ n'e ko coko min a bɛkɛ ten de	il dit, d'accord nous te suivons
132500	134480	su min dar'o kan, o fana ta kɔrɔkɛ sikora	La nuit suivante, l'avant-dernier frère rêva aussi.
135830	141180	Dencɛ cɛ wɔɔrɔ in bɛɛ sikor'o kan kelen in na ko dugu nin t'o siginyɔrɔ ye, k'u ka bɔ dugu nin na	De la même manière, les six garçons ont rêvé de la même chose, que la ville n'est pas là où ils doivent s'installer, qu'ils doivent déménager.
141500	143500	U taara ɲɛfɔ kɔrɔkɛ ba ɲɛnan	Ils sont allés en parler à leur frère aîné.
144240	148620	kɔrɔkɛ ba ma sɔn u ka kuma ma, a nan'i sigin a ya miiri, ka miiri	Il n'était pas en faveur de l'idée, cependant, après y avoir réfléchi.
148980	152330	A ye dɔgɔkɛw wele, a ko sisan aw ye kuma min fɔ	il a appelé ses frères et a dit : ce dont vous parliez
152790	158030	Ne ma sɔn [mais] n bɛna sira d'aw ma wa n ka dugawu b'aw kɔ	je ne suis pas d'accord, néanmoins, je vais vous laisser partir et vous avez mes bénédictions
158300	160680	Aw ye min fɔ, an b'a kɛte aw bɛ ta	on fait comme vous avez dit, je vous laisse partir
161750	165340	Dencɛ cɛ wɔɔrɔ in wili la, u ye sow ta, u taara	ils se sont levés et ont pris leurs chevaux et s'en aller
165880	167920	U taara ka ta se dugu don ma	ils sont arrivés dans un village
168520	173860	Ka foli kɛ, ka Ala ko kuma fɔ ye nɔn ka silamɛya la kuma, ka silamɛya la kuma	ils ont salué puis ils ont enseigné l'Islam pendant longtemps
174170	176340	O tuma y'a sɔrɔ jamu tɛye	À ce moment-là, il n'y avait pas de nom de famille.
176830	180260	Majumuli de tun bɛyenɔn, matɔgɔli de tunbɛye jamu tɛ mɔgɔ la	il y avait des éloges et des louanges et non le nom de famille
180630	182780	Tɔgɔ bɛye, jamu tɛye	Il y avait des prénoms, mais pas de noms de famille.
183490	187280	Ulu sigira ye nɔn, ulu sigira ani minun filɛ sisan 	Ils se sont installés là-bas et ceux qui étaient là-bas
187460	190290	Ulu ko jamu bɛye nɔn, jamu b'an na, aw ye sisew ye	ont dit qu'il existe des noms de famille, nous avons des noms de famille, nous sommes, les cissé
191790	193660	Aw fana bɔra wagadugu de	nous venons de Ougadou aussi
194110	195570	U ko basitala	ils leur ont dit : pas de problème
195900	198380	Aw yɛrɛ nana u yɛrɛ jar'anw ye 	nous sommes contents que vous soyez ici
199640	203900	Barisa, mɔgɔ dɔw bɛ ye nɔn, u bɛka to kana bin anw ka yan	car il y a des gens qui viennent souvent nous cambrioler
