3263	5333	I bɛ kuma n fɛ n'a daminɛna.	Fais-moi signe quand ça commence.
5526	9912	Baasi t'a la.	Il n'y a pas de problème.
14210	18701	An bɛ Ala fo ka Ala barikada, k'a waleɲumandɔn.	Nous saluons Dieu et nous remercions Dieu et faisons ses louanges.
18736	24947	Ala folen kɔfɛ, an bɛ seli ciden ɲuman kan, n'o ye Mahamadu ye.	Après avoir loué Dieu, nous prions pour le prophète Mohamed.
25087	30263	Kisi ni nɛɛma b'a n'a ka mɔgɔw ye.	Paix à son âme et aux siens.
30333	36649	Aw denkɛ n'a' ka ɲamakalakɛ Baaba.	Votre fils et votre griot Baaba.
36807	41964	Ne sigiyɔrɔ bɛnnen bɛ Bamakɔ ma Bulukasunbugu la sigida fɔlɔ.	J'habite à Bamako à Bouloukassounbougou commune I.
42052	53526	Bi, maa min kɛra n ma sababu ɲuman ka n sama ka se kɛnɛ in kan, o ye n yɛrɛ kɔrɔkɛ Hamidu Sinayɔkɔ ye.	Aujourd'hui, la personne qui a été ma providence et m'a amené jusqu'ici est mon grand frère, Hamidou Sinayoko.
53578	55122	N bɛ numukɛ fo kosɛbɛ.	Je salue bien le forgeron.
55210	60877	O folen kɔfɛ, n bɛ foli bila n bangebaga fila ye.	Après l'avoir salué, je salue mes deux parents.
60947	63912	Minnu bɛ balo la, minnu tɛ balo la, Ala ka saya kɛ u ma lafiya.	À ceux qui sont vivants comme ceux qui sont morts, qu'Ala fasse que la mort leur soit une délivrance.
64017	68333	Bi ne bɛna kuma numuya de kan.	Aujourd'hui, je vais parler de l'état de forgeron.
68456	71684	Numuya kan cogo di?	Comment sur l'état de forgeron?
71789	75192	Ne ye numu ye siga t'a la.	Je suis forgeron, il n'y a pas de doute là-dessus.
75263	84456	Fɔlɔfɔlɔ, foyi tun t'an fɛ farafinna yan min bɛ se ka kɛ ni numu sen t'a la.	Auparavant, on ne pouvait rien faire ici en Afrique sans qu'un forgeron ne soit impliqué.
84561	87122	O sababu ye mun ye?	Quelle est la raison à cela?
87228	93070	Numu y'a damana fɛn dɔ de ye.	Le forgeron est quelque chose à part.
93403	99315	N balimakɛ Mukutari, numu y'a damana fɛn dɔ de ye an ka sosiyete kɔnɔ.	Mon frère Mouktar, le forgeron est quelque chose à part dans notre société.
99438	103385	U tun y'a fɔ ko numu ye diɲɛ den fɔlɔ ye.	Ils disaient que le forgeron est le premier fils du monde.
103526	106438	Diɲɛ den fɔlɔ don cogo di?	Comment ça, c'est le premier fils du monde?
106508	112350	Numuya de kɛra baara fɔlɔ ye anw fɛ farafinna yan.	La forge est le premier métier chez nous en Afrique.
112473	121912	N'a fora k'i ye maa o maa ye, i bɛ taa a sɔrɔ numu ka jɛ b'i ka jɛ kɔnɔ.	Quand on dit que tu es un homme parmi les hommes, cela veut dire que l'entourage du forgeron, tu t'apercevras qu'il fait partie de ton entourage.
122106	137340	Kɛlɛmasa minnu tun b'an fɛ yan, n'i ye kɛlɛmasa fɛn o fɛn ye, i b'a sɔrɔ numu de b'a bolo, a ni min bɛ jɛ k'a ka kɛlɛmasaya in kɛ.	Si l'on considère chacun des chefs de guerre de chez nous l'un après l'autre, on s'aperçoit que chacun a un forgeron avec lequel il s'associe pour assurer ssa position.
137914	142425	Cɛkɔrɔba b'o la, denmisɛnnin b'o la.	Cela peut être un vieux, ça peut aussi être un enfant.
142510	144404	O ye mun ye?	Qu'est-ce que c'est?
144468	150787	N'i kɛra kɛlɛmasa ye, i ka kɛlɛmasaya tɛ sinsin fiyewu ni da dumuni t'a la.	Quand tu deviens chef de guerre, ton poste n'est en rien assuré si tu n'as pas de nourriture de bouche.
150872	155021	I ka kɛlɛmasaya tɛ sinsin fiyewu ni jama t'i nɔfɛ.	Ton poste ne sera jamais assuré si la population ne te suit pas.
155085	159234	I ka kɛlɛmasaya tɛ sinsin fiyewu ni kɛlɛkɛsow t'i bolo.	Ton poste ne sera jamais assuré si tu n'as pas de cavalerie.
161723	163595	Kɛlɛkɛsow ye mun ye?	Qu'est-ce que la cavalerie ?
163659	167787	Mɔgɔ bɛ yɛlɛn so minnu sanfɛ ka mugu ci.	Les chevaux sur lesquels les gens montent pour tirer la poudre.
167957	172744	Mugu min bɛ ci n'u b'a weele ko marifa.	La poudre est tirée, on parle de fusil.
172787	182872	Marifa ye numuw ka dilali de ye sani an ka tubabuw ka dilali ma.	Le fusil est une fabrication des forgerons qui date d'avant celui fabriqué par les européens.
184446	187595	Jiri min bɛ kɛ a la, numu de b'a dila.	Le bois avec lequel il est assemblé, ce sont les forgerons qui le façonnent.
187808	196106	Kɛlɛmasaya tɛ kɛ ni gawale tɛ, a tɛ kɛ ni tama tɛ, a tɛ kɛ ni npanmuru tɛ.	On ne peut pas rester chef de guerre sans la javelot, on ne peut sans le lance, on ne peut sans le sabre.
196297	204553	N filɛ ka naani min fɔ i ye Mukutari, nin si tɛ yen ni min tɛ numu ka baara tɛ min ye.	Vois les quatre dont je viens de te parler, Mouktar, il n'y en a aucune qui n'est un travail de forgeron.
205148	219574	An bɛ min dɔn, n'i kɛra kɛlɛmasa ye, i bɛ marifa ɲini ka di i kɛlɛden kelen kelen bɛɛ ma.	Ce que nous savons, c'est que quand tu deviens chef de guerre, tu te procures des fusils à distribuer à chacun de tes soldats.
219659	226170	Mugu ni kisɛ bɛ da marifa in kan.	Au fusil on ajoute de la poudre et des balles.
226617	228829	Kisɛ ye mun ye?	Qu'est-ce qu'une balle ?
228978	230872	U b'a fɔ ko nɛgɛden.	Ils les appellent aussi morceau de fer.
230978	238170	Nɛgɛden bɛ tigɛ k'a da marifa kɔnɔ, Mukutari.	On coupe un bout de fer pour le mettre dans le fusil, Mouktar.
238297	246021	N'i bɛ kɛlɛmasaya minɛn ta, f'i ni numu dɔ ka jɛ.	Quand tu prends les outils de chef de guerre, il faut t'associer avec un forgeron.
246148	251212	N'i n'o jɛra, a b'i ka kɛlɛmasaya sinsin e yɛrɛ bolo.	Quand tu t'associes avec lui, cela te conforte toi-même dans ton poste de chef de guerre.
251553	258191	i ni numu min bɛ jɛ, i gundo b'a kɔnɔ, a gundo b'i kɔnɔ.	Le forgeron avec lequel tu collabores connaît ton secret et tu connais aussi le sien.
258340	266297	N'i n'a sigira ka kuma, min b'a ni ɲɔgɔn cɛ o ye gundo ye.	Quand vous vous installez pour parler entre vous, ce que vous dites entre vous est un secret.
266361	267361	Gundo ye mun ye?	Qu'est-ce qu'un secret ?
267489	270000	Ko fɛn ka bila maa kɔnɔ min bɛ mara.	C'est quelque chose qui reste à l'intérieur de soi et que l'on garde.
