15769	26802	N filɛlijama ani n lajɛnijama, maa minnu b'a la ka n lajɛ ani ka n lamɛn farafinna ani farajɛla, a cɛman fara musoman kan n bɛ bɛɛ lajɛlen fo bi. 	Chers auditeurs et spectateurs, ceux qui me regardent et m'écouten en Afrique et en Europe, hommes et femmes, je salue tout le monde.
26948	30708	Ne tɔgɔ ye Moribo, ne jamu ye Ba.	Je me nomme Moribo Bah.
30897	33435	Ne bangera Jakanni maabɔwɛrɛ la.	Je suis né à Djikanni Mabɔwèrè.
33641	35641	A bɛ Segu fɛ.	C'est dans la région de Ségou.
35743	39512	Ne fa ye Awuru ba ye, ne ba ye Kunbeli Ba ye.	Mon père est Aourou Bah, Koumbeli Bah est ma mère.
39666	41948	Ne fa ye Alimami Ba ye.	Alimamy Bah est mo père.
42051	43538	N ye kodɔn faso in kɔnɔ.	J'ai grandi dans cette patrie.
43615	48717	N ma kodɔn ka fosi sɔrɔ olu bolo ni ɲamakalaya baara tɛ.	A part les travaux d'hommes de castes, je ne les vu faire aucun autre travail.
48846	51410	N y'a sɔrɔ n bɛnbakɛ tun be o de kɛ.	J'ai eu cela de mon ancêtre.
51666	53615	Ne fa tun bɛ o de kɛ.	Mon père faisait cela.
53794	58441	Ne y'a ta olu kɔ, n ma sira wɛrɛ taama ni o tɛ.	Je l'ai pris après ceux-ci et je n'ai pas fait autre chose que ça.
58743	61307	Hali bi an b'o sira kelen de kan.	Jusqu'à présent nous suivont ce même chemin.
61461	66153	Moribo yɛrɛ sigiyɔrɔ bɛnnen bɛ Bamakɔ ma bi.	Aujourd'hui, Moribo habite à Bamako.
66333	75769	N'i y'a ye n sigilen don kɛnɛ in ka bi, n bɛna n da don baro dɔ de min tɛmɛna kunungo k'a lakale.	Je suis là aujourd'hui parce que je vais raconter une histoire qui s'est passé hier.
76307	82051	Cɛw tun bɛ yen kunungo, minnu bɛ wuli ka taa bin u cɛɲɔgɔn kan.n	Hier,  il avait des hommes, qui allaient attaquer leurs amarades hommes.
82256	85128	A tun bɛ fɔ olu ma kunungo ko jadɔw.	On les appellait débauches.
85282	87461	O y'a sɔrɔ u tɔgɔ ma na fɔlɔ.	Leur nom n'était pas encore venu.
