4880	5700	Aw ni yantuma.	Salut à tous.
14075	14995	Aw ni yantuma.	Salut à tous.
15979	17970	Ɛ ! ne ye Bakɔrɔba Jabatɛ ye.	Je suis Bakoroba Diabaté.
19999	23114	N bɛna kuma an ka Mali de kan.	Je vais parler de notre Mali;
23279	24812	N bɛna kuma an ka jamana kan.	Je vais parler de notre pays.
25407	27516	Ne tɔgɔ ye Jeli Bakɔrɔba Kuyatɛ.	Je m’appelle Djéli Bakoroba Kouyaté.
30081	31831	N'i y'a mɛn ko Mali <	Quand on parle du Mali<
32098	33506	Jamana belebele don.	C'est un grand pays.
34259	35439	Jamana fɛrɛlen do.	C'est un pays vaste.
36399	38120	Siya bɛɛ b'a kɔnɔ.	Il y a toutes les ethnies.
38558	40353	Diinɛ bɛɛ b'a kɔnɔ.	Il y a toutes les religions.
41432	43463	Wa a bɛɛ bɛnlen don kelen kan.	Ils sont tous d'accord sur la même chose.
44286	46406	N'o ye jamana taabolo ɲuman ye.	Qui est la bonne marche du pays.
47087	51792	An bɛna kuma waati min kow kan, o y'a sɔrɔ Mali tɛ yen.	Les choses dont nous allons parler,  le Mali n'existait pas à l'époque.
52037	53559	Burikina tɛ yen.	Le Burkina n'existait pas.
53739	54805	Sɛnɛgali tɛ yen.	Le Sénégal n'existait pas.
55015	56106	Korowari tɛ yen.	La Côte D'Ivoire n'existait pas.
56285	57253	Moritani tɛ yen.	La Mauritanie n'existait pas.
58024	60604	Anw bɛɛ tun bɛ wele jamana kelen de la.	Nous étions tous du même pays.
62529	63589	N'o ye Mande ye.	Qui est le Mandé.
66308	70649	O weleli kɔnɔ, jamana yɔrɔ caman tun bɛ yen.	Sous cette appellation, il y avait plusieurs parties du pays.
71824	76932	N bɛna kuma min kan bi, o ye Kulibaliw ye.	Ceux dont je vais parler aujourd'hui, ce sont les Coulibaly.
78156	81755	jamu, fɛn belebele don.	Le nom est une grande chose.
82502	87849	Dɔnku n'i ye jamu lajɛ, jamu ye majamunikan dɛ ye.	Donc quand on considère un nom, c'est l'éloge de ce nom qu'il s'agit.
88143	92480	I tun mana koba min kɛ anw fɛ yan, e tun bɛ majamu ni o ye.	Ton éloge était fait à partir de la grande tâche que tu avais accomplie.
93231	96147	Sɛbɛnni nalen, jamu de jɔra.	Avec l'avènement de l'écrit, on mit fin au nom.
97840	106880	A tun tɛ i n'a fɔ min e ye  Kulibali, wali e ye Jara ye,  ubiyɛn e ye  Jalo ye  ko e den fana bɛ wele o jamu na.	Ce n’était pas parce que tu t'appelais Coulibaly ou Diarra ou bien Diallo que ton enfant devait porter le même nom.
107344	112051	E den fana tun mana koba min kɛ, a fana tun bɛ majamu ni o ye.	On faisait aussi l'éloge de ton enfant à partir de la tâche   qu'il avait accomplie.
112380	115921	O majamunikan, a bɛ fɔ o de ma ko jamu.	C'est cet éloge qu'on appelle le nom.
118081	119693	O jamu dɔ ye jumɛn ye ?	L'un de ces noms, lequel est-ce ?
119923	121413	A bɛ fɔ o ma ko masaren jamu.	On les appelle des noms royaux.
121753	125900	Masarenw fana, Mandenkaw dɛ don.	Les Masaren aussi sont des Mandés.
126640	131467	Ɔ n'i y'a mɛn ko masaren Masaren, o fɔra Keyitalakaw de ma ko Masaren.	Quand on parle de Masaren, il s'agit des Keita qu'on appelle Masaren.
132510	138000	A ni jamu minnu bɔra ɲɔgɔn na an bɛ se k'a fɔ olu bɛɛ ma ko Masarenkunda.	On peut appeler groupe ethnique des Masaren  les noms issus du même patronyme.
139956	143663	N'i y'a mɛn ko Masaren, Masaren Mande, dɔwɛrɛ tɛ masadenw kɔ.	Quand on parle de Masaren au Mandé ce n'est autre que les enfants du roi.
