3700	4700	Oke mɛrisi.	Ok, merci!
6703	16390	Ɛɛ, ne b'a fɛ ka kuma fɛn min kan bi, o ye an ka manden tɔgɔw  ye. 	Je voudrais me prononcer sur les noms du mandé.
18159	19159	Bɔn!	Bon!
20367	30310	Mɛ mandenko dengun nana mɔgɔ caman sɔrɔ, bari n'a fɔra ko manden, a bɛ kɛ dɔw ɲɛna ko Manden dan ye Mali ni Laginɛ ye.	Nombreuses gens ont eu des difficultés quant à la délimitation du Mandé car beaucoup pensent que ça se limite au Mali et à la Guinée.
31965	37590	Alɔre, karɔrɔ manden ye jamana de ye, jamana belebeleba de don.	Pourtant le Mandé est un vaste empire.
38531	40390	Jamana in tun ka bon kɔsɛbɛ.	L'empire-là était vaste.
41421	42421	Kabini bi ma se.	Depuis bien  avant aujourd'hui.
43346	49380	Mandenjamana tun bɛ taa fo jamana ta ni fila ɲɔgɔn na,n'i y'a jamanaw sigi-sigi bi.	L'empire du Mandé regroupait environ douze pays, considérant la délimitation des Etats d'aujourd'hui.
50929	51929	Ɛseke i y'a faamuya?	As-tu compris?
51990	52990	N y'a faamuya 	J'ai compris.
53050	62660	O la, o jamana ta ni fila jate o, n'i y'a lajɛ tɔgɔw bɛ da an fɛ yan.	Dans ces douze pays , on nomme.
63060	67700	Paseke, tɔgɔ dakun de ye ka ne ni e bɔ ɲɔgɔn ma.	On nomme , pour me différencier de toi.
68174	69174	Un-hun	oui
69793	70793	I y'a faamu ya wa?	As-tu compris?
72178	76600	Tɔgɔ ye hadamaden yɛrɛ ka hakɛ fɔlɔ-fɔlɔ de ye.	Le nom est le prémier droit de l'Homme.
78089	85550	Mɛ n'i ye jateminɛ kɛ anw fɛ yan Manden yan, anw ka Manden don bɛɛ n'a tɔgɔ don paratikeman.	Quand on analyse bien, chez nous au Mandé, chaque jour pratiquement a un nom spécifique.
88247	89247	Ɛseke i y'a faamuya?	As-tu compris?
90260	92400	N'i ye ntɛnɛn ta, ntɛnɛntɔgɔw bɛ ye.	Quand on prend le lundi , il y a des noms pour jour
92876	101540	N'i ye tarata ta, n'i ye araba ta, n'i ye alamisa ta, n'i ye juma ta, n'i ye sibiri ta, n'i ye kari ta, tɔgɔ bɛ da ka bɛn ni nin bɛɛ ye.	Quand on prend les mardi, mercredi, jeudi,vendredi, samedi et dimanche, il  y a deS noms spécifiques pour tous ces jours
101588	105480	Maandenka tun bɛ tɔgɔ da hukumu min kɔnɔ, n b'a fɛ k'o de ɲɛfɔ kuwa?	Je voudrais expliquer les circonstances dans lesquelles les mendenkas nommaient.
106105	107105	Kelen!	Un !
107482	110310	Manden, dɔw bɛ na n'u tɔgɔ yɛrɛ ye.	Au Mandé , ils y en a qui viennent avec leurs noms.
111421	113580	Kabini u ma na diɲɛ na , u tɔgɔ donnen don.	Leurs noms sont connus avant leurs naissances.
116980	117870	I b'a faamu wa?	Compremds-tu?
118460	120680	N bɛ o ɲɛsɔn dɔ d'i ma.	Je vais te donner un exemple.
121264	124910	Lama kuwa, ɛkizanpulu, n b'a lama dɔ d'i ma.	Je vais te donné un exemple.
125209	126209	N'i ko ko Fakɔ.	Si tu dis , Fakɔ.
128175	131690	Anw ka sosiyete kɔnɔ bi bamanan ni manika.	Dans la société bamanan et malinké actuellle.
132840	142390	Ani senufo ni jɔnka ni minyanka hali bɔbɔw cɛma, n'i ya fɔ ko Fakɔ dɔrɔn, mɔgɔ o mɔgɔ di bɛ san bi duuru ni dɔɔnin na olu b'a dɔn Fakɔ ye min ye.	Egalement chez les sénoufo, mininyanka, et même les bomu, quand on dit Fakɔ à un quinquagénaire, il saura automatiquement de quoi il s'agit.
145373	146373	Ɛseke i y'a faamuya?	As-tu compris?
146975	153480	Fakɔ ye den ye den min, a fa fatura k' a sɔrɔ ba lasiritɔ don.	Fakɔ est un enfant dont le père est décédé quand sa maman était enceinte de lui.
156633	161550	Den bɛ ba dɛbɛ la waati min na, fa fatura.	Le papa est décédé quand l'enfant était dans le ventre de sa mère.
163147	167760	Awa, fa fatulen k'a sɔrɔ ba majigi.	Le décès du papa avant l'accouchemment de la maman.
167980	171020	Ni Ala nan'a kɛ  ni ba nan'a ka yɛrɛmasɔrɔ kɛ. 	Une fois accouchée.
171095	176080	Den min bɛ sɔrɔ o la sisan, den in tɔgɔ de bɛ da ko Fakɔ.	L'enfant né dans ces conditions est nommé Fakɔ.
177841	187070	N'i y'a ye n ko ko den dɔw b'u dɔgɔ di  yanni u yɛrɛ kana diɲɛ na, o y'o dɔ de ye.	C'est le cas des enfants qui se nomment eux-mêmes avant de naître.
189048	189820	Biɲɛ!	Bien!
190268	191800	 Mɛ Fakɔ musoman bɛ yen.	Mais il y a le Fakɔ féminin.
