1520	3400	Français	Français
3912	5810	Aabe	Arabe.
6066	7750	An bɛ Ala fo k'a barikada.	Nous saluons et remercions Dieu
8622	11980	I ye jɛ o jɛ  ye diɲɛ dugukolo san fɛ>	Chaque organisation que tu vois sur le globe terreste>
12483	13483	Donkan b'a la .	Il y a une adhésion
14139	15260	Ni ye Sori don kan ye.	Ceci est l'adhésion de Sory.
16106	17250	Ne jamu ye Sisɔkɔ.	Mon nom est Sissoko.
17624	18624	Ne ye Jali ye.	Je suis un griot.
19297	22820	N bɛ n balima bamanankanmɛnanw fo ne jamukan kɛnɛ kan.	je salue mes frères locuteurs du bamanankan sur ce plateau.
22970	25760	A kɛrɛnkɛrɛnyalen do bamanankan de kan.	C'est basé sur la langue bamanan.
26292	28750	An bɛ na an da don bamanankan na.	Nous allons parler en bamanankan.
29020	30570	Ka mun de fɔ bamanankan na?	Pour dire quoi en bamanankan?
30872	34590	Masa minnu tɛmɛna kunuko n'u tununa dugukolo in kan>	Des rois qui sont passés et qui ont disparu sur cette terre>
34837	36260	N'u ye kabakow lamaga.	Qui ont fait des miracles
36577	44080	An bɛ na an da don u maasaw jeli, ka an da don u ka isitɔri la, ka makan u su la nin waati k'a sɔrɔ a ma kɛ ni degu ye.	On va parler de  la progeniture de ces rois, de leur histoire et toucher à leur corps  sans que cela soit un dérangement.
46927	48130	N'o tɛmɛna ka bɔ yen>	Apès cela>
49833	51000	N bɛ n fa tɔgɔ fɔ;	Je dis le nom de mon père.
51448	52830	Ne fa ye jeli Sebalamini Sisɔkɔ.	Mon père est le Griot Sebalamine Sisoko
52859	55160	Français	Français
55441	58330	A ma foyi ɲini Mali kɔnɔ ni kuma ani gɔni tɛ.	Tout ce qu'il a cherché au Mali, c'est la parole et la guitare-harpe.
58741	60000	Ne ye jeli den ye.	Je suis un fils de griot.
60121	61290	N bɛ segin jiya baara kan.	Je reprends le métier du griot.
61867	63580	N bɛ na n da don masa jɔn na bi?	Aujourd'hi je vais parler de quel roi?
64054	65810	O masakɛ in tɔgɔ de ye ko Razali.	Ce roi se nomme Razali.
66222	67910	Razali yɛrɛ tun ye jɔn ye?	Qui même était Razali?
68162	69910	A ka baarakɛ ta tun ye mun ye?	Quelle fonction avait-il à accomplir?
70110	71580	Masakɛ sugujumɛ tun  do.	C'était quel genre de roi?
71836	74130	A ye jamana jumɛ mara a ka masaya kɔnɔ?	Quel pays a-t-il dirigé pendant son règne?
74975	77580	Razali, a ye Kani jamana de mara.	C'est l'Eta de Kani qu'il a dirigé, Razali.
77850	78290	 	Bruit
79707	81520	A ye Kani jamana mara ni mun ye?	Il dirigé l'Etat de Kani avec quoi?
81920	85270	A y' a mara ni seko ani dɔnko ani mugu ani kisɛ.	Il l'a dirigé avec le pouvoir, la connaissance, la poudre et avec la balle.
85824	88930	Nka a ka fanga kɔnɔ a ye jamana kɔnɔdenw  tɔɔrɔ.	Mais dans son règne il a fait souffrir le peuple.
