15610	16190	Hum.	Hum.
17090	18090	Bisimila.	Commençons.
18170	19700	A salamalekoumou jama.	À salamalekoumou cher public.
20550	29530	Insala, an bɛna baro kɛ bi Dabow kan ani Dabow bɛ bɔ yɔrɔ min n'o ye Misira n'a bɛ fɔ a ma ko Dabɔbugu.	S'il plaît à Dieu, nous allons parler des Dabo et le lieu d'où les Dabo, Misira qu'on appelle Dabôdougou.
29560	31950	Dabɔbugu tɛ dɔwɛrɛ ye Dabɔw ka dugu.	Dabôbougou n'est autre chose que le village des Dabô.
32390	35400	A bɛ Sibi kubeda fɛ, Kati mara la.	C'est dans la commune de Siby, Cercle de kati.
36080	37790	Ɔ, ni minnu bɛ bankumana...	Eh, ceux qui sont à Bancoumana...
37810	41170	N'i bɛ bɔ Bankumana, Karan, Kuremale; a b'o sira kan.	C'est sur la route en quittant Bancoumana et allant vers Karan, Kourémalé.
41180	42590	A ni Bankumana cɛ ye kilo tan.	C'est à dix kilomètres de Bancoumana.
43580	45190	Ɔ, baara min bɛ yen, o ye sɛnɛ ye.	Eh, l'agriculture est l'activité principale.
45880	49520	Wa dugu min don, u bɔyɔrɔ janyara.	C'est un village, ils viennent de loin.
50730	52800	U bɔra Worosama ka na...	Ils ont quitté Ouorossama pour...
53370	56500	Ɔ, a ko ka can.	Eh, c'est complexe.
57980	60940	Ɔ, jama min don, sɛnɛkɛ jama don.	Eh, c'est un peuple d'agriculture.
61910	65580	Ɔ, u ka kuma, a ma nɔgɔn.	Eh, parler d'eux n'est pas facile.
65610	67370	Komi Dabɔ ninnu dɔnnen tɛ.	Comme les Dabo ne sont pas connus.
68410	69920	U bɛ Misira mɛ u dɔnnen tɛ.	Ils sont à Missira mais ils ne sont pas connus.
69950	72100	Dugu min don, jama ka dɔgɔ.	C'est un village moins peuplé
72590	81320	Ɔ, n ko ne yɛrɛ, n ye ɲininni kɛ, ɔ, Dabɔ bɛ se ka dɔn cogo min na, Missira yɛrɛ bɛ se ka dɔn cogo min na, ɔ, ka dɔ fɔ o kan.	Eh, moi, j'ai fait des recherches, comment les Dabo peuvent être connus, comment Missira peut être connu, en parler.
82080	84530	Mɔgɔw k'a faamuya, bɛɛ k'a dɔn.	Que les gens puissent comprendre, que tout le monde puisse savoir.
85360	90420	Ɔ, o de ye bi masala kun ba ye.	Eh, c'est cela le principal sujet d'aujourd'hui.
91930	98910	Donc dugu nin, n ka ɲininni y'a daminɛ fɔ Karata, ka na fɔ ba la.	Donc, dans le village, mes recherches ont commencé de Karta jusqu'au fleuve.
99730	101890	Ɔ, an taamana o bɛɛ fɛ.	Eh, nous avons parcouru tout ce chemin.
103020	105150	An bɛ n'o walanwalan mɔgɔw ye.	Nous allons raconter cela aux gens.
105390	108990	Ɔ, o kɔni, depuis Sunjata temps waati.	Eh, cela, depuis l'époque de Soundiata.
109600	112470	Ɔ, an ka jujɔn, a dɔnna.	Eh, notre origine est connue.
114380	121510	Dɔnc, n ko, o ... mɔgɔ kɔrɔ don nka a ma dɔn quoi.	Donc, je dis cela... c'est un ancien peuple méconnu.
121660	123960	Donc, mais, n bɛna kuma o de kan kosɛbɛ.	Donc, c'est de ça dont je vais parler très bien.
124110	131800	Fɔlɔ fɔlɔ la, taabolo, bɛɛ n'i ka laadalafɛn dɔ de tun don.	Parce qu'avant, chacun avait ses rites coutumiers.
132350	137750	Jo tɛ sa mɛ u tun b'o de bato, o tun b'o de weele, fanga de tun b'o la.  	 	Ce n'est pas un fétiche, mais on l'adorait, on l'appelait, il avait de la force.
138400	144130	Mɛ o fango o fana, o bɛ di taabolo de ma...	Mais cette force aussi est donnée à une lignée...
