40	4751	(Maakan)	(Bruit)
4976	6677	Salam aley kom warahamatulayi	Bonjour
6972	8640	N tɔgɔ ye Fode n jamu ye Dunbuya.	Mon prénom est Fodé et mon nom est Doumbia.
8983	10882	N bɛ karicɛ min o ye bulukasobugu ye	Le quartier dont je suis est bouloukasobougou.
11625	15886	Bɔn, wulada in na n bɛna cɛba dɔ deka maana bɔ aw ye>	Bon, ce soir, je vais vous raconter l'histoire d'un brave homme,>
16800	18397	N'o ye Garabamama ye.	qui est Garabamama.
19373	25400	Garabamama a bangera Futa ka mɔ Futa	Garabamama est né à Fouta et a grandi à Fouta.
25757	27325	Kɛlɛcɛfarin de tun do.	C'était un brave guerrier.
27886	33074	Don dɔ kɛra la, Garaba a yɛlɛla a ka sokɛ dafejɛ kan                 A bɛ kungo kolon fatan batan kɔnɔ.	Un jour venu, Garaba est monté sur son cheval blanc.                          Il est en pleine brousse.
33385	35057	K'ale b'a fɛ ka sɛgen dɔn.	Il dit qu'il veut connaître la galère.
35449	41990	Pasiki, depi ale Gariba bangera, waritigi do, sokɛcamantigi do, misicamantigi do.	Parce que depuis que lui, Garaba est né, il est propriétaire de beaucoup d'argent, de beaucoup de chevaux et de beaucoup de boeufs.
43208	46646	Ala  ye fɛn fɛn o fɛn dan diɲɛ kɔnɔ a kɛmɛ-kɛmɛ bɛ Garaba bolo.	Garaba a des centaines de tout ce que Dieu a créé sur terre.
47508	53320	Ko nga ale dabali banna pasiki o b'a fɔ faantanya, faantanya, faantanya ye fɛn min ye ale Garaba t'a dɔn.	Mais il dit qu'il est surpris, parce qu'on dit pauvreté, pauvreté ; la pauvreté est une chose que Garaba ignore.
53908	56492	Ko mɛ ale b'a fɛ ka faantanya dɔn.	Mais il dit que lui, il veut connaître la pauvreté.
57017	62867	 A yɛlɛla a ka sokɛ dafejɛ  kan a ola, a bɛ kungokolon fatan ni kungokolon batan  kɔnɔ a b'a la k'i taama	Il est monté sur son cheval blanc, ainsi il marche dans la pleine brousse.
63410	64892	A bɛ ka taa caca	Il va tagada tagada.
65302	69100	Kolonkisɛ b'a kun  sabu o waati kolonkisɛ de tun ye wari ye.	Il a des cauris, puisqu'à l'époque c'est le cauris qui était l'argent.
69625	71746	An tun tɛ wariko tile la an tɛ sanuko tile la.	On n'était ni au temps de l'argent ni au temps de l'or.
72269	76749	Ni kolon tun b'i  kun o b'a fɔ ko karisa de ye baana ye.	Si tu avais des cauris on disait que telle personne était un richard.
77272	79056	O waati fana i bɛ duw ci>	A l'époque aussi, tu détruisais les familles>
79816	81538	I bɛ don duguw kɔnɔ>	Tu entrais dans les villages>
81757	83540	k'i munumunu dugu n'a mumɛ>	et te promenais partout dans le village>
83836	88313	Aa puruk'e ka kolonkisɛ fila ye du min kɔnɔ a ma ca dɛɛ!	Ah pour que tu aies deux cauris dans une famille, ce n'est pas fréquent.
88759	93005	Nga Ala tun y'a kɛmɛ, a kɛmɛ-kɛmɛ sigiyɔrɔma kɛmɛ d'ale Garabamama man>	Mais Dieu en avait donné des centaines au centuple à lui, Garabamama.>
93476	96298	Ka sokɛ kɛmɛ-kɛmɛ sigiyɔrɔma kɛmɛ di ale garaba man	Il a donné le centuple de centaines de chevaux à lui, Garaba.
96595	99908	Diɲɛ fɛn o fɛn be yen kɛmɛ-kɛmɛ sigiyɔrɔma kɛmɛ tun b'a bolo.	Il avait le centuple de centaines de tout ce qui existe dans le monde.
100281	106897	 A nana don tubɔlɔla, tubɔlɔ ye filaw fɛ kungo de ye.	Il est entré dans le toubolo, chez le peulh Toubolo signifie la brousse.
108236	112090	A taara ka taa sinaku sɔrɔ n'o ye numukɛ ye.	ll est venu trouver son cousin à plaisanterie qui est le forgeron.
112552	114692	Numukɛ birilen bɛ gelenju kan	Le forgeron était courbé sur le tronc de Prosopis.africana.
115518	117145	A bɛ ka geleju tigɛ.	Il coupe le tronc de Prosopis.africana
117632	122009	A geleju tigɛ tɔ> jeliw bɛ Garabamama majamu n'a fasa.	En coupant le tronc de Prosopis.africana- les griots flattent Garabamama en faisant son éloge.
122762	124549	Garabamama mun kɛra i la?	Garabamama que t'est-il arrivé ?
124851	131452	Sanu tigi Mama, wari tigi Mama, bonya tigi Mama, diɲɛ fɛn bɛɛ kɛmɛ-kɛmɛ  tigi Mama munde kɛra i la?	Mama le propriétaire de l'argent, de l'or, du respect, Mama le propriétaire en centuple de centaines de tout ce qui existe sur terre, que t'est-il arrivé ?
131585	132838	O kɛra a bɛ yɛlɛ.	Ceci dit, il rit.
134211	138570	A b'a bolo don  a ka gɔnfa kɔnɔ gɔnfa le foroko de gulonnen  sokɛ la.	Il met sa main dans le gonfa. Gonfa est l'enveloppe pendue au cheval.
